molecule_chembl_id,canonical_smiles,bioactivity_class,MW,LogP,NumHDonors,NumHAcceptors,pIC50
CHEMBL3196672,NC(=O)/C(=N\OC(=O)c1ccco1)c1nc(-c2ccc(Br)cc2)cs1,Inactive,420.244,3.212,1,7,4.38933983691012
CHEMBL3197091,Cc1cc(C)c(S(=O)(=O)/N=C2\C=C(Nc3ccc(C(=O)O)cc3)C(=O)c3ccccc32)c(C)c1,Inactive,474.538,4.68036,2,5,4.67448433663685
CHEMBL1379894,CC1(C)CC(=O)C2=C(C1)c1c(ccc3ccccc13)NC2c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,Inactive,459.458,5.67130000000001,2,7,4.59636481020945
CHEMBL1604719,O=C(O)CN1C(=O)/C(=C\c2cc(Br)ccc2OCc2ccc(F)cc2)SC1=S,Inactive,482.352,4.453,1,5,4.50265561898242
CHEMBL3197651,Cc1cccc(N/N=C/c2ccc(O)c(O)c2O)c1,Inactive,258.277,2.55782,4,5,4.48624984991818
CHEMBL1336916,COc1ccccc1-c1cc(C(=O)Nc2sc3c(c2C#N)CCC(C)C3)c2ccccc2n1,Inactive,453.567,6.22068000000001,1,5,4.00961674109377
CHEMBL1379924,CN(C)c1ccc(N=Nc2ccc(S(=O)(=O)[O-])cc2)c2ccccc12.[Na+],Inactive,354.411,4.2253,0,6,4.33535802444388
CHEMBL1364384,COc1ccc(OC)c(N2C(=O)C(Cl)=C(N3CCOCC3)C2=O)c1,Inactive,352.774,1.3596,0,6,4.74328225402251
CHEMBL1575788,C#CCOc1c(/C=C\c2nc(O)c([N+](=O)[O-])c(O)n2)cc(Br)cc1OC,Inactive,422.191,2.7495,2,8,4.12813529791181
CHEMBL381033,CC(/C=C1\SC(=S)N(NS(=O)(=O)c2ccccc2)C1=O)=C\c1ccccc1,Inactive,416.549,3.7276,1,5,4.53313237964589
CHEMBL1324406,COc1cc(C(C2C(=O)CC(C)(C)CC2=O)C2C(=O)CC(C)(C)CC2=O)cc(OC)c1OC,Inactive,458.551,3.9448,0,7,4.05714899344566
CHEMBL1482595,O=C(O)c1cc([N+](=O)[O-])c(NCCC2=CCCCC2)c([N+](=O)[O-])c1,Inactive,335.316,3.5036,2,6,4.13774932540207
CHEMBL1354710,Cc1ccc(S(=O)(=O)N2[C@H](c3ccc(C(C)C)cc3)CC=C(C(=O)O)[C@@H]2c2cccc(Cl)c2)cc1,Inactive,510.055,6.65982000000001,1,3,4.44057220024051
CHEMBL1346887,O=C(NC(=S)Nc1ccccc1C(=O)O)c1ccc(-c2ccc(Br)cc2)o1,Inactive,445.294,4.5341,3,4,4.37448177102836
CHEMBL1700257,Cc1ccccc1S(=O)(=O)N1[C@H](c2ccc(Cl)cc2)CC=C(C(=O)O)[C@@H]1c1ccc(Br)cc1,Inactive,546.87,6.29892000000001,1,3,4.3829996588791
CHEMBL44664,Cc1ccc(C(=O)/C=C/C(=O)O)cc1,Inactive,190.198,1.81852,1,2,4
CHEMBL1521945,Cc1ccc2c(c1)C(=O)C(=O)N2CCCOc1ccccc1C,Inactive,309.365,3.30184,0,3,4
CHEMBL1543611,c1coc(-c2nc3nc4ccccc4n3nc2-c2ccco2)c1,Inactive,302.293,3.7975,0,6,4.00305075150462
CHEMBL1497878,Cc1nc2nc(-c3cccs3)cn2nc1C,Inactive,230.296,2.46964,0,5,4.75547548842992
CHEMBL1700270,O=S(=O)(O)c1cc(Cl)cc(N=Nc2ccc(O)cc2O)c1O,Inactive,344.732,3.1189,4,7,4.23433144524099
CHEMBL1887422,O=C1NC(=O)C(=Cc2ccccc2[N+](=O)[O-])C(=O)N1,Inactive,261.193,0.3442,2,5,4.5632014897682
CHEMBL1416451,Cc1cc(C)cc(NC(=S)N(Cc2ccc(Cl)cc2)Cc2ccc(C(=O)O)cc2)c1,Inactive,438.98,6.05424000000001,2,2,4.03574036980315
CHEMBL3145089,COc1ccc(C(c2c(C)[nH]n(-c3ccccc3)c2=O)c2c(C)[nH]n(-c3ccccc3)c2=O)cc1OC,Inactive,496.567,4.45884,2,6,4.44466367200473
CHEMBL1537099,CC1=NN(c2ccc(C)cc2C)C(=O)C1C(c1ccccc1)C1C(=O)N(c2ccc(C)cc2C)N=C1C,Inactive,492.623,6.08168000000001,0,4,4.31140222491883
CHEMBL1543897,C#CCOc1c(Br)cc(/C=C2/C(=O)ON=C2C)cc1OCC,Inactive,364.195,3.1759,0,5,4.07191154033503
CHEMBL1386851,COc1cc(C(=S)N2CCN(c3ccccc3Cl)CC2)cc(O)c1O,Inactive,378.881,3.2575,2,5,4
CHEMBL1594818,CCOc1cc(Br)cc(C(c2c(C(=O)O)[nH]c3ccccc23)c2c(C(=O)O)[nH]c3ccccc23)c1O,Inactive,549.377,6.0926,5,4,4.72792621249999
CHEMBL1606705,Cc1ccc(-c2nn(-c3ccccc3)cc2C=C2C(=O)CC(C)(C)CC2=O)cc1,Inactive,384.479,5.18932,0,4,4.34862505608696
CHEMBL1572924,Cc1cccc(NC2=C(NC(=O)c3ccccc3)C(=O)c3ccccc3C2=O)c1,Inactive,382.419,4.12772,2,4,4.23388471677859
CHEMBL1386872,Cc1ccc(C)c(S(=O)(=O)Nc2ccccc2C(=O)Nc2ccc(S(=O)(=O)Nc3ncccn3)cc2)c1,Inactive,537.623,3.94734,3,7,4
CHEMBL119878,[O-][S+](c1ccccc1O)[S+]([O-])c1ccccc1O,Inactive,282.342,1.9282,2,4,4.16774662980299
CHEMBL1409740,CCc1ccc(N2C(=O)C(Cl)=C(N3CCOCC3)C2=O)cc1,Inactive,320.776,1.9048,0,4,4.34620881261219
CHEMBL1409780,O=C(CCN1C(=O)/C(=C\C=C\c2ccccc2)SC1=S)Nc1ccccc1C(=O)O,Inactive,438.53,4.171,2,5,4.1920592787845
CHEMBL1433919,O=C1NN(c2ccc(Cl)c(Cl)c2)C(=O)/C1=C/c1ccc(-c2ccccc2C(=O)O)o1,Intermediate,443.242,4.413,2,4,5.13018179202067
CHEMBL1399247,CCOc1ccc(N2C(=O)NC(=O)/C(=C\c3ccccc3[N+](=O)[O-])C2=O)cc1,Inactive,381.344,2.6599,1,6,4.51612754577733
CHEMBL1340229,Cc1ccc2cc(C=C3C(=O)NC(=O)NC3=O)c(O)nc2c1,Inactive,297.27,0.99822,3,5,4.10264786565569
CHEMBL441433,O=C(O)c1cccc(N2C(=O)C=CC2=O)c1,Inactive,217.18,0.8142,1,3,4.11413013909609
CHEMBL1399331,O=C(O)c1cccc2c1NC(C(=O)O)C1CC(Sc3ccccc3[N+](=O)[O-])C(Cl)C21,Inactive,448.884,4.0435,3,6,4.41049720373624
CHEMBL1976042,Cc1ccc(NS(=O)(=O)c2ccc(N/N=C/c3ccccc3OCC(=O)O)c([N+](=O)[O-])c2)c(C)c1,Inactive,498.517,3.92184,3,8,4.35743656289561
CHEMBL1477708,COc1cc(/C=C2\C(=N)N3N=C(N4CCOCC4)SC3=NC2=O)ccc1OC(=O)c1ccccc1,Inactive,491.529,2.82327,1,9,4.09615066190332
CHEMBL1359508,CSc1ccc(-c2sc(Nc3cccc4ccccc34)n[n+]2-c2ccccc2)cc1.[Cl-],Inactive,426.59,6.70550000000001,1,4,4.351835221426
CHEMBL1438567,Cc1ccc(CNc2ccc(O)cc2)cc1,Inactive,213.28,3.31272,2,2,4.03404611089794
CHEMBL1306943,O=C(O)c1cccc(N2C(=O)c3cc([N+](=O)[O-])cc4cc([N+](=O)[O-])cc(c34)C2=O)c1,Inactive,407.294,3.155,1,7,4.57397698431012
CHEMBL1561832,COc1ccc(/C=C2\C(=O)NC(=O)N(c3ccccc3)C2=O)cc1CN1C(=O)c2ccccc2C1=O,Inactive,481.464,3.1578,1,6,4.13106182166709
CHEMBL1605235,O=[N+]([O-])c1cc([N+](=O)[O-])c2oc(-c3ccccc3)c(Br)c2c1O,Inactive,379.122,4.3843,1,6,4.35822852934604
CHEMBL1340284,O=C(O)/C=C/C(=O)c1c(-c2ccccc2)[nH]c2ccccc12,Inactive,291.306,3.6584,2,2,4
CHEMBL3194553,O=C(O)/C(CC(=O)c1ccc(Cl)cc1)=N/Nc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],Inactive,406.738,3.2819,2,8,4.90204892900585
CHEMBL1566530,O=C(O)CN1C(=O)/C(=C\c2cc(Br)ccc2OCc2ccccc2Cl)SC1=S,Inactive,498.807,4.9673,1,5,4.61510920346945
CHEMBL3145018,Cc1[nH]n(-c2ccccc2)c(=O)c1C(c1ccccc1[N+](=O)[O-])C(C#N)C#N,Inactive,373.372,3.17748,1,6,4.06343599486473
CHEMBL1701202,Cc1ccc([C@H]2C(C(=O)O)=CC[C@@H](c3ccc(Cl)c(Cl)c3)N2S(=O)(=O)c2ccc(C)cc2)cc1,Inactive,516.446,6.49824000000001,1,3,4.41128022039994
CHEMBL1340338,Cc1ccc(Cl)c2c(C3=NC(=S)NC3=O)c(O)[nH]c12,Inactive,293.735,2.03912,3,3,4.21126614117229
CHEMBL1543994,COc1cc(C(c2c(C(=O)O)[nH]c3ccccc23)c2c(C(=O)O)[nH]c3ccccc23)ccc1OCc1ccccc1,Inactive,546.579,6.81340000000001,4,4,4.79506647764586
CHEMBL1404302,CCOc1cc(/C=C2\C(=O)NC(=O)N(C)C2=O)cc([N+](=O)[O-])c1O,Inactive,335.272,0.7907,2,7,4.70202075584064
CHEMBL1347163,CCc1sc(/C=C(/C#N)C(N)=S)cc1[N+](=O)[O-],Inactive,267.335,2.41178,1,5,4.47018480335537
CHEMBL1347107,COC(=O)c1ccc(-c2ccc(C(c3c(C)n[nH]c3O)c3c(C)n[nH]c3O)o2)cc1,Inactive,408.414,3.38764,4,7,4
CHEMBL3145049,Cc1[nH]n(-c2ncc(-c3ccc(Cl)cc3)s2)c(=O)c1C(c1ccc(Cl)cc1)C(C#N)C#N,Inactive,480.38,5.69958,1,6,4.63883900480497
CHEMBL1455522,CC1=NN(c2ccc(C(=O)O)cc2)C(=O)/C1=C\c1ccc(OC(=O)c2cccs2)cc1,Inactive,432.457,4.4716,1,6,4.80715388481116
CHEMBL1458709,O=C(NNc1cc(Br)c(O)c(Br)c1)c1ccccc1,Inactive,386.043,3.6741,3,3,4.19955787866374
CHEMBL1437854,Nc1c(C(=O)O)sc2nc(-c3ccccc3)cc(-c3ccc(Cl)cc3)c12,Inactive,380.856,5.5641,2,4,4.15027355580367
CHEMBL1359614,CC(C(=O)Nc1ccc(O)cc1C(=O)O)N1C(=O)/C(=C\c2cccs2)SC1=S,Inactive,434.52,3.3803,3,7,4.32011805788714
CHEMBL3196837,Oc1ccc(/C=N/Nc2ccc(Cl)nn2)c(O)c1O,Inactive,280.671,1.6928,4,7,4.7851561519523
CHEMBL1867311,CCOc1cc(/C=N/Nc2ccc(S(=O)(=O)Nc3ccccc3C(=O)O)cc2[N+](=O)[O-])cc(Cl)c1O,Inactive,534.934,4.2975,4,9,4.51741223047323
CHEMBL1594915,COc1ccccc1N(O)C1CC(=O)N(c2ccc(Br)cc2)C1=O,Inactive,391.221,2.9854,1,5,4.45904519107387
CHEMBL3196993,O=C(Cc1csc(N2CCOCC2)n1)N/N=C/c1ccc(O)c(O)c1O,Inactive,378.41,0.789299999999999,4,9,4
CHEMBL1700996,Cl.O=C1C(Br)=C(N2CCN(CCOCCO)CC2)C(=O)c2c(O)ccc(O)c21,Intermediate,441.278,0.709799999999999,3,8,5.29157909986529
CHEMBL1337176,COc1cccc(/C=C2\SC(=S)N(C(C(=O)O)c3ccccc3)C2=O)c1OC,Inactive,415.492,3.7309,1,6,4.303556236861
CHEMBL1887884,O=C1NC(=S)NC(=O)C1=Cc1c(Cl)cccc1Cl,Inactive,301.154,1.9077,2,3,4.56992494444806
CHEMBL1556267,Cc1cc[n+](-c2[n-]c(=O)sc2C=NNC(=O)c2ccncc2)cc1,Inactive,339.38,0.809519999999999,1,5,4.0764969330579
CHEMBL1979957,COCC/N=c1\scc(-c2cccs2)n1/N=C/c1ccc(O)c(O)c1O,Inactive,391.474,2.8242,3,9,4
CHEMBL1396610,O=C(CN1C(=O)/C(=C2/SC(=S)N(CCS(=O)(=O)O)C2=O)c2ccccc21)Nc1cccc(Br)c1,Inactive,582.479,2.8936,2,7,4.21077194273266
CHEMBL1426440,COC(=O)[C@@H]1[C@@H](C#N)C2(c3ccccc3-c3ccccc32)N(c2ccc(Cl)cc2)N1C#N,Inactive,440.89,4.46366,0,6,4.03437503289076
CHEMBL1720855,CC1(C)CC[C@]2(C(=O)n3ccnc3)CC[C@]3(C)[C@H](C(=O)C=C4[C@@]3(C)CC[C@H]3C(C)(C)C(=O)C(C#N)=C[C@]43C)[C@@H]2C1,Inactive,541.736,6.74288000000001,0,6,4.41805034162668
CHEMBL1380356,O=C(O)COc1ccccc1/C=C1\C(=O)NC(=O)N(CCC2=CCCCC2)C1=O,Inactive,398.415,2.5023,2,5,4
CHEMBL1410091,Cc1oc2cc([N+](=O)[O-])c(O)c([N+](=O)[O-])c2c1C(=O)c1ccc(Cl)cc1,Inactive,376.708,4.14762,1,7,4.20844969497267
CHEMBL1410249,O=c1nc2n(c(O)c1C(c1ccc(O)cc1)c1c(O)nc3n(c1=O)CCS3)CCS2,Inactive,444.494,1.3084,3,11,4.31390022800408
CHEMBL1582895,CC(=O)OCC1=C(C(=O)O)N2C(=O)C(NC(=O)CCn3nc(C(F)(F)F)c(Br)c3C3CC3)C2SC1,Inactive,581.367,2.2336,2,8,4.26137797208206
CHEMBL1489865,CCCOc1ccc(C(=O)C2=C(O)C(=O)N(c3ccccn3)C2c2ccc(OC)cc2)cc1C,Inactive,458.514,4.97032,1,6,4.12877744324029
CHEMBL1380403,COc1ccccc1N(O)C1CC(=O)N(c2ccc(F)cc2)C1=O,Inactive,330.315,2.362,1,5,4.20788859091283
CHEMBL1494912,COc1cccc(/C=C2/C(=O)NN(c3ccccc3)C2=O)c1,Inactive,294.31,2.1566,1,3,4.33960890159753
CHEMBL175434,NS(=O)(=O)c1ccc(NC2=CC(=O)C(=O)c3ccccc32)cc1,Inactive,328.349,1.5524,2,5,4.4089353929735
CHEMBL1489812,O=C1NC(=O)C(=Cc2csc3ccccc23)C(=O)N1,Inactive,272.285,1.6507,2,4,4.57008630223625
CHEMBL1426592,O=C1NN(c2cccc(Br)c2)C(=O)/C1=C\c1ccccc1,Inactive,343.18,2.9105,1,2,4.45407467064416
CHEMBL3145001,Cc1[nH]n(-c2ccccc2)c(=O)c1C(c1ccc(C(=O)O)cc1)c1c(C)[nH]n(-c2ccccc2)c1=O,Inactive,480.524,4.13984,3,5,4.67881597269769
CHEMBL1337235,CS(=O)(=O)c1ncc(Cl)c(C(=O)Nc2ccc(N3CCOCC3)cc2)n1,Inactive,396.856,1.6224,1,7,4
CHEMBL1605668,COc1ccc(C(=O)/C=C/c2ccc(-c3ccccc3)cc2)cc1CSCC(=O)O,Inactive,418.514,5.57610000000001,1,4,4.42319810417109
CHEMBL1517374,Cc1ccc(O)c(NC2=C(Cl)C(=O)N(Cc3ccccc3)C2=O)c1,Inactive,342.782,3.13192,2,4,4
CHEMBL1325819,C=CCOc1cccc(C2C(C(=O)c3ccc(C)o3)=C(O)C(=O)N2c2nccs2)c1,Intermediate,422.462,4.39222,1,7,5.24872089601666
CHEMBL3144970,Cc1[nH]n(-c2ncc(-c3ccccc3)s2)c(=O)c1C(c1ccc(Cl)cc1)C(C#N)C#N,Inactive,445.935,5.04618,1,6,4.49593711732131
CHEMBL1347373,O=C(O)CCn1cc(C=C2C(=O)NC(=S)NC2=O)c(-c2cccc(Br)c2)n1,Intermediate,449.286,1.7016,3,6,5.21896306137887
CHEMBL1307207,NC(=O)C1CCN(C2=C(Cl)C(=O)c3ccccc3C2=O)CC1,Inactive,318.76,1.7133,1,4,4.58435902010385
CHEMBL394197,Cc1n[nH]c(O)c1C(c1ccc(-c2ccc(Cl)c(C(=O)O)c2)o1)c1c(C)n[nH]c1O,Inactive,428.832,3.95264,5,6,4
CHEMBL1603886,O=C1C(Cl)=C(N2CCCCC2)C(=O)N1c1ccccc1,Inactive,290.75,2.4961,0,3,4.17483362774345
CHEMBL1891071,CC(=O)N1CCc2c(sc(NC(=O)c3ccc([N+](=O)[O-])o3)c2C(N)=O)C1,Inactive,378.366,1.5051,2,7,4.04895405186418
CHEMBL1495157,CCOC(=O)C1(C)C(N=Nc2cccc(Cl)c2)=C(O)C(=O)N1c1ccccc1,Inactive,399.834,4.5619,1,6,4.73565449294991
CHEMBL1340633,COc1cc(-c2ccc(Nc3ccccc3C(=O)O)c(OC)c2)ccc1Nc1ccccc1C(=O)O,Inactive,484.508,6.2544,4,6,4.72561120444962
CHEMBL1522210,O=C(O)c1[nH]c2ccccc2c1C(c1cc(Br)ccc1O)c1c(C(=O)O)[nH]c2ccccc12,Inactive,505.324,5.6939,5,3,4.79642322502203
CHEMBL1721095,O=C1C=C(c2c(O)ccc3ccccc23)c2ccccc2C1=O,Intermediate,300.313,3.7425,1,3,5.22841251911875
CHEMBL1534470,O=Cc1cc(N=Nc2cccc(C(=O)O)c2)ccc1O,Inactive,270.244,3.3183,2,5,4.00195873563657
CHEMBL3145155,COc1cccc(C(c2c(C)[nH]n(-c3ccccc3)c2=O)c2c(C)[nH]n(-c3ccccc3)c2=O)c1O,Inactive,482.54,4.15584,3,6,4.41083260945395
CHEMBL1319867,O=[N+]([O-])c1c(Nc2ccccc2O)cc(Cl)c2nonc12,Intermediate,306.665,3.2336,2,7,5.01322826573376
CHEMBL1566786,COc1cc(/C=C2\C(=O)N(c3ccccc3)N=C2C)ccc1Oc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],Inactive,474.429,5.11000000000001,0,8,4.23657200643706
CHEMBL1455803,O=[N+]([O-])c1c(O)nc(O)nc1/C=C/c1ccc(Cl)cc1Cl,Inactive,328.111,3.2732,2,6,4.30874164186689
CHEMBL1544403,COC(=O)c1c(Cl)c2n3ccccc3c(C)c(-c3ccccc3)c-2c1C(=O)OC,Inactive,407.853,5.24612,0,5,4.12790202572577
CHEMBL1410562,Cc1nn(Cc2ccccc2)c2c1C(c1cccc(Cl)c1)C(C#N)=C(N)O2,Inactive,376.847,4.1114,1,5,4
CHEMBL1212972,CC1OC(CC(=O)O)CC2=C1C(=O)c1c(O)cccc1C2=O,Intermediate,302.282,1.7199,2,5,5.29756946355448
CHEMBL1576509,COc1ccccc1/C=C1/C(=O)N(c2ccccc2)N=C1C,Inactive,292.338,3.5013,0,3,4.04474531717982
CHEMBL1495219,Cn1nc([N+](=O)[O-])c(C(C#N)c2nc3ccccc3n2C)c(Cl)c1=O,Inactive,358.745,1.88408,0,8,4.77754366332075
CHEMBL1455757,O=C(NN=Cc1cc(Br)c(O)c(Br)c1)c1ccccc1NS(=O)(=O)c1cccs1,Inactive,559.261,4.5434,3,6,4.55814782422671
CHEMBL3194876,Oc1ccc(/C=N/NC(=S)Nc2cccnc2)c(O)c1O,Inactive,304.331,1.5189,5,6,4.61189879842948
CHEMBL1370708,COc1cc(/C=C2/SC(NS(=O)(=O)c3ccccc3)=NC2=O)c([N+](=O)[O-])cc1OC,Inactive,449.466,2.5608,1,8,4.3392293564723
CHEMBL3195177,CC/N=c1\scc(C)n1/N=C/c1ccc(O)c(O)c1O,Inactive,293.348,1.77762,3,7,4.67060212063896
CHEMBL1890959,Cc1noc(NS(=O)(=O)c2ccc(NC(=O)c3ccccc3NS(=O)(=O)c3ccc(F)c(F)c3)cc2)c1C,Inactive,562.576,4.42354,3,7,4.47938547812176
CHEMBL1890961,O=C1C=C(N2CC2)c2ccccc2C1=O,Inactive,199.209,1.1085,0,3,4.52680509079506
CHEMBL1890165,Cc1ccc(S(=O)(=O)/N=C2\C=C(NS(=O)(=O)c3ccc(C)cc3)C(=O)c3ccccc32)cc1,Inactive,480.567,3.54014,1,5,4.51371123903943
CHEMBL1583026,O=C1NC(=O)C(=Cc2c[nH]nc2-c2ccccc2)C(=O)N1,Inactive,282.259,0.8261,3,4,4.27605202356836
CHEMBL1984240,COCC/N=c1\scc(-c2ccco2)n1/N=C/c1ccc(O)c(O)c1O,Inactive,375.406,2.3557,3,9,4
CHEMBL1534498,CCOc1cc([N+](=O)[O-])cc(/C=C2/NC(=O)N(Cc3ccccc3F)C2=O)c1O,Inactive,401.35,2.9311,2,6,4.23099212905623
CHEMBL1443679,COC(=O)c1c(NC(=O)/C=C/C(=O)O)sc(C)c1-c1ccc(C(C)C)cc1,Inactive,387.457,4.21282,2,5,4.18728713323463
CHEMBL1517470,Nc1c(S(=O)(=O)[O-])cc(NC(=O)c2ccccc2)c2c1C(=O)c1ccccc1C2=O.[Na+],Inactive,421.41,2.2006,2,7,4.4641997091751
CHEMBL1365018,CN(C)c1ccc(C=C2C(=O)NC(=O)NC2=O)cc1[N+](=O)[O-],Inactive,304.262,0.4102,2,6,4.78861244706314
CHEMBL1387563,Cc1ccc(-c2ccc(/C=C3\C(=O)ON=C3c3ccccc3)o2)c([N+](=O)[O-])c1,Inactive,374.352,4.50772,0,6,4.95467702121334
CHEMBL3196491,Cc1ccc(C)c(S(=O)(=O)/N=C2\C=C(NS(=O)(=O)c3ccccc3)C(=O)c3ccccc32)c1,Inactive,480.567,3.54014,1,5,4.00943917000598
CHEMBL1370899,Cc1ccc(N2C(=O)C(Cl)=C(N3CCOCC3)C2=O)cc1Cl,Inactive,341.194,2.30422,0,4,4.45942028349555
CHEMBL1476089,O=C1C(Cl)=CC(=Nc2ccc([O-])cc2)C=C1Cl.[Na+],Intermediate,267.091,2.6608,0,3,5.1536628878702
CHEMBL1387631,C#CCOc1ccc(/C=C2/C(=O)ON=C2C)cc1Cl,Inactive,275.691,2.6681,0,4,4.0128702323401
CHEMBL3197063,O=C(O)c1ccc(N/N=C/c2cn(Cc3ccccc3F)c3ccccc23)cc1,Inactive,387.414,4.9729,2,4,4.19327749692382
CHEMBL1459167,Cc1nn(-c2ccccc2)c2c1C(c1cccs1)C(C#N)=C(N)O2,Inactive,334.404,3.4604,1,6,4
CHEMBL1721986,CC(C)c1ccc(S(=O)(=O)/N=C2/C=C(Sc3nc[nH]n3)C(=O)c3ccccc32)cc1,Intermediate,438.534,3.9786,1,6,5.16178077809237
CHEMBL1537807,CCOc1ccc(/C=C/c2nc(O)nc(O)c2[N+](=O)[O-])cc1,Inactive,303.274,2.3651,2,7,4.33828194230534
CHEMBL1889709,O=C1NN(c2ccccc2)C(=O)C1=Cc1ccccc1O,Inactive,280.283,1.8536,2,3,4.46130062045759
CHEMBL1583264,CC(=O)N(C(C)=O)N1C(=O)/C(=C/c2ccc(Cl)cc2)SC1=S,Inactive,354.84,2.8512,0,5,4.62930190742442
CHEMBL1551717,COC(=O)c1c(C)oc2c1cc(NS(=O)(=O)c1ccc(C(=O)O)cc1)c1ccccc12,Inactive,439.445,4.18002,2,6,4.16115090926274
CHEMBL1498652,O=C1C(C2=C(O)c3ccccc3C2=O)=Nc2ccccc21,Inactive,275.263,3.121,1,4,4.24488773360493
CHEMBL1365079,COC(=O)CSC1=NS(=O)(=O)c2ccccc21,Inactive,271.319,1.0417,0,5,4.63507396621002
CHEMBL1889318,Oc1ccc(CN2CCCCC2)nc1O,Inactive,208.261,1.4787,2,4,4.18768839086888
CHEMBL1371004,O=C(O)CSc1nc(-c2ccc(Cl)cc2)nc2c1oc1ccccc12,Inactive,370.817,4.8731,1,5,4.39158094868272
CHEMBL1465938,COc1ccc(S(=O)(=O)Nc2cc(SCC(=O)O)c(O)c3ccccc23)cc1,Intermediate,419.48,3.5315,3,6,5.14146280243036
CHEMBL1985932,COc1ccc(/C=N/NC2=NC(=O)C(CC(=O)O)S2)cc1OCc1ccc(Cl)cc1Cl,Inactive,482.345,3.9772,2,7,4.22650610772903
CHEMBL3199328,Oc1ccc(/C=N/NP(=S)(c2ccccc2)c2ccccc2)c(O)c1O,Inactive,384.397,2.7724,4,5,4
CHEMBL1380801,O=[N+]([O-])c1c(Nc2ccccn2)cc(Cl)c2nonc12,Inactive,291.654,2.923,1,7,4.69940451611004
CHEMBL1537873,CCOc1ccc(N2C(=O)C(Cl)=C(N3CCOCC3)C2=O)cc1,Inactive,336.775,1.7411,0,5,4.53239189441637
CHEMBL1420379,CC(C)(C)c1ccc(OCC(=O)NNC(=S)NC(=O)c2ccccc2[N+](=O)[O-])c(Br)c1,Inactive,509.382,3.3693,3,6,4.25212229418021
CHEMBL1347659,O=C(O)Cn1cc(C=C2C(=O)NC(=O)NC2=O)c2ccccc21,Inactive,313.269,0.4753,3,5,4
CHEMBL1400512,CC(C)OP(=O)(OC(C)C)C1(NS(=O)(=O)c2ccccc2)C=C(Br)C(=O)c2ccccc21,Inactive,542.388,5.3361,1,6,4.24003014244569
CHEMBL1565506,Cc1ccc(S(=O)(=O)Oc2ccccc2C=C2C(=O)N(C)C(=O)N(C)C2=O)cc1,Inactive,414.439,2.19652,0,6,4.42296801437397
CHEMBL3186541,CC(C)c1ccc(S(=O)(=O)/N=C2\C=C(NS(=O)(=O)c3ccccc3)C(=O)c3ccccc32)cc1,Inactive,494.594,4.0467,1,5,4.59057413132856
CHEMBL1320143,O=C(CCN1C(=O)/C(=C/c2ccc3c(c2)OCO3)SC1=S)Nc1cccc(C(=O)O)c1,Inactive,456.501,3.3435,2,7,4.32817943981675
CHEMBL1420416,COc1cc(/C=C2\SC(=S)N(C(C(=O)O)c3ccccc3)C2=O)cc(OC)c1OC,Inactive,445.518,3.7395,1,7,4
CHEMBL1377516,O=C(O)C1=CC[C@@H](c2ccc(Cl)cc2)N(S(=O)(=O)c2ccc(Cl)cc2)[C@H]1c1cccc(Cl)c1,Inactive,522.837,6.5348,1,3,4.42689621683601
CHEMBL1527,O=C(c1ccccc1)c1ccc(O)c(O)c1O,Inactive,230.219,2.0344,3,4,4.23912536194781
CHEMBL1377465,COc1cc(CN2CCCC(C(=O)c3ccc4c5c(cccc35)CC4)C2)cc(OC)c1O,Inactive,431.532,4.75610000000001,1,5,4.01014989039682
CHEMBL1478304,COc1cc(C(C2C(=O)CC(C)(C)CC2=O)C2C(=O)CC(C)(C)CC2=O)ccc1O,Inactive,414.498,3.6332,1,6,4.2057211342786
CHEMBL1987742,COC1=CC(=O)C(O)=C(CCCCCCC/C=C/CCCCCCCC2=C(O)C(=O)C=C(OC)C2=O)C1=O,Inactive,528.642,5.99240000000001,2,8,4.96617430604669
CHEMBL1417070,Cc1c(Cl)cccc1NS(=O)(=O)c1ccc2c(c1)C1C=CCC1C(c1ccc(C(=O)O)cc1)N2,Inactive,495,5.97392,3,4,4.20593041601837
CHEMBL1703236,O=C1CC2CCCN2C=C1I,Inactive,263.078,1.7,0,2,4.20259395032362
CHEMBL1583386,Cc1cc(C(C2C(=O)CC(C)(C)CC2=O)C2C(=O)CC(C)(C)CC2=O)cc(C)c1OC(F)F,Inactive,462.533,5.13724000000001,0,5,4.36181035980916
CHEMBL1331211,O=C(O)CSc1cc(NS(=O)(=O)c2ccc(Br)cc2)c2ccccc2c1O,Intermediate,468.35,4.2854,3,5,5.1157712303674
CHEMBL1435111,O=C(NN=Cc1cc(Br)c(O)c(Br)c1)c1ccc(NS(=O)(=O)c2cccs2)cc1,Inactive,559.261,4.5434,3,6,4.26978315943131
CHEMBL3191602,O=C(O)CC1SC(N/N=C/c2ccc(-c3ccccc3[N+](=O)[O-])o2)=NC1=O,Inactive,388.361,2.251,2,8,4.05075640943173
CHEMBL1466196,Cc1cccc(-n2c3nc(=O)[nH]c(=O)c-3cc3cc([N+](=O)[O-])ccc32)c1,Inactive,348.318,2.39542,1,6,4.485053994692
CHEMBL1538023,CC1=NOC(=O)/C1=C\c1ccc(-c2ccc(Cl)c(C(=O)O)c2)o1,Inactive,331.711,3.6143,1,5,4.81644546638114
